+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                           long (config no. 19051, score -56012.5014374164)                                                                           |
+-----------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+---------------------+
| symbol          | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days | score               |
| RUNEUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| STORJUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| SFPUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| SKLUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| STMXUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| TOMOUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| SXPUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| THETAUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| TRXUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| UNIUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| WAVESUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| XEMUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| SUSHIUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| VETUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| YFIUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| UNFIUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| XRPUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| TRBUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| XLMUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| ZRXUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| XMRUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| ZECUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| ZENUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| ZILUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| SOLUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| XTZUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.96 | -18040.0 |
| mean            | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 720.86 | -18040.0 |
+-----------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+----------+

